"","Vaccine","Geography.Type","Geography","FIPS","Season.Survey.Year","Month","Dimension.Type","Dimension","Estimate....","X95..CI....","Sample.Size","ym"
"5583","Seasonal Influenza","States/Local Areas","Alaska",2,"2019-20",4,"Age","≥6 Months",45.6,"42.8 to 48.4",4866,2019-04-01
"5584","Seasonal Influenza","States/Local Areas","Arizona",4,"2019-20",4,"Age","≥6 Months",46.4,"44.7 to 48.1",9168,2019-04-01
"5585","Seasonal Influenza","States/Local Areas","Arkansas",5,"2019-20",4,"Age","≥6 Months",54.9,"52.8 to 57.0",7657,2019-04-01
"5586","Seasonal Influenza","States/Local Areas","California",6,"2019-20",4,"Age","≥6 Months",51.2,"48.1 to 54.3",7935,2019-04-01
"5587","Seasonal Influenza","States/Local Areas","Colorado",8,"2019-20",4,"Age","≥6 Months",55.3,"53.6 to 57.0",7743,2019-04-01
"5588","Seasonal Influenza","States/Local Areas","Connecticut",9,"2019-20",4,"Age","≥6 Months",60.5,"58.8 to 62.2",9447,2019-04-01
"5589","Seasonal Influenza","States/Local Areas","Delaware",10,"2019-20",4,"Age","≥6 Months",54.6,"52.0 to 57.2",5981,2019-04-01
"5590","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2019-20",4,"Age","≥6 Months",57.6,"52.5 to 62.7",4255,2019-04-01
"5591","Seasonal Influenza","States/Local Areas","Florida",12,"2019-20",4,"Age","≥6 Months",44.3,"42.3 to 46.3",9646,2019-04-01
"5592","Seasonal Influenza","States/Local Areas","Georgia",13,"2019-20",4,"Age","≥6 Months",45.5,"44.0 to 47.0",12879,2019-04-01
"5593","Seasonal Influenza","States/Local Areas","Hawaii",15,"2019-20",4,"Age","≥6 Months",50.8,"49.1 to 52.5",8861,2019-04-01
"5594","Seasonal Influenza","States/Local Areas","Idaho",16,"2019-20",4,"Age","≥6 Months",44.8,"42.9 to 46.7",9161,2019-04-01
"5595","Seasonal Influenza","States/Local Areas","Illinois",17,"2019-20",4,"Age","≥6 Months",52.2,"49.7 to 54.7",7739,2019-04-01
"5596","Seasonal Influenza","States/Local Areas","Indiana",18,"2019-20",4,"Age","≥6 Months",50.9,"49.5 to 52.3",9074,2019-04-01
"5597","Seasonal Influenza","States/Local Areas","Iowa",19,"2019-20",4,"Age","≥6 Months",56.6,"55.0 to 58.2",8848,2019-04-01
"5598","Seasonal Influenza","States/Local Areas","Kansas",20,"2019-20",4,"Age","≥6 Months",54.1,"52.4 to 55.8",8326,2019-04-01
"5599","Seasonal Influenza","States/Local Areas","Kentucky",21,"2019-20",4,"Age","≥6 Months",50.8,"47.5 to 54.1",5520,2019-04-01
"5600","Seasonal Influenza","States/Local Areas","Louisiana",22,"2019-20",4,"Age","≥6 Months",47.5,"44.4 to 50.6",5898,2019-04-01
"5601","Seasonal Influenza","States/Local Areas","Maine",23,"2019-20",4,"Age","≥6 Months",55.6,"54.1 to 57.1",12863,2019-04-01
"5602","Seasonal Influenza","States/Local Areas","Maryland",24,"2019-20",4,"Age","≥6 Months",57.4,"56.1 to 58.7",17920,2019-04-01
"5603","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2019-20",4,"Age","≥6 Months",60.6,"59.0 to 62.2",8999,2019-04-01
"5604","Seasonal Influenza","States/Local Areas","Michigan",26,"2019-20",4,"Age","≥6 Months",49.8,"47.0 to 52.6",7568,2019-04-01
"5605","Seasonal Influenza","States/Local Areas","Minnesota",27,"2019-20",4,"Age","≥6 Months",56.2,"55.1 to 57.3",14901,2019-04-01
"5606","Seasonal Influenza","States/Local Areas","Mississippi",28,"2019-20",4,"Age","≥6 Months",45.8,"43.4 to 48.2",6904,2019-04-01
"5607","Seasonal Influenza","States/Local Areas","Missouri",29,"2019-20",4,"Age","≥6 Months",50,"48.2 to 51.8",8808,2019-04-01
"5608","Seasonal Influenza","States/Local Areas","Montana",30,"2019-20",4,"Age","≥6 Months",49.2,"47.5 to 50.9",7506,2019-04-01
"5609","Seasonal Influenza","States/Local Areas","Nebraska",31,"2019-20",4,"Age","≥6 Months",57.7,"56.1 to 59.3",10840,2019-04-01
"5610","Seasonal Influenza","States/Local Areas","Nevada",32,"2019-20",4,"Age","≥6 Months",44.3,"40.2 to 48.4",5311,2019-04-01
"5611","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2019-20",4,"Age","≥6 Months",57.6,"55.8 to 59.4",7503,2019-04-01
"5612","Seasonal Influenza","States/Local Areas","New Jersey",34,"2019-20",4,"Age","≥6 Months",53.8,"51.8 to 55.8",4940,2019-04-01
"5613","Seasonal Influenza","States/Local Areas","New Mexico",35,"2019-20",4,"Age","≥6 Months",53.2,"51.3 to 55.1",9484,2019-04-01
"5614","Seasonal Influenza","States/Local Areas","New York",36,"2019-20",4,"Age","≥6 Months",52.8,"51.6 to 54.0",16840,2019-04-01
"5615","Seasonal Influenza","States/Local Areas","North Carolina",37,"2019-20",4,"Age","≥6 Months",55.6,"53.6 to 57.6",5869,2019-04-01
"5616","Seasonal Influenza","States/Local Areas","North Dakota",38,"2019-20",4,"Age","≥6 Months",56.5,"54.0 to 59.0",5247,2019-04-01
"5617","Seasonal Influenza","States/Local Areas","Ohio",39,"2019-20",4,"Age","≥6 Months",50.6,"49.2 to 52.0",12955,2019-04-01
"5618","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2019-20",4,"Age","≥6 Months",54,"51.9 to 56.1",5946,2019-04-01
"5619","Seasonal Influenza","States/Local Areas","Oregon",41,"2019-20",4,"Age","≥6 Months",51.3,"49.8 to 52.8",7770,2019-04-01
"5620","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2019-20",4,"Age","≥6 Months",55.9,"54.1 to 57.7",9440,2019-04-01
"5621","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2019-20",4,"Age","≥6 Months",60.7,"58.4 to 63.0",6336,2019-04-01
"5622","Seasonal Influenza","States/Local Areas","South Carolina",45,"2019-20",4,"Age","≥6 Months",50.7,"48.1 to 53.3",5987,2019-04-01
"5623","Seasonal Influenza","States/Local Areas","South Dakota",46,"2019-20",4,"Age","≥6 Months",58.6,"56.6 to 60.6",9132,2019-04-01
"5624","Seasonal Influenza","States/Local Areas","Tennessee",47,"2019-20",4,"Age","≥6 Months",48.7,"46.3 to 51.1",5127,2019-04-01
"5625","Seasonal Influenza","States/Local Areas","Texas",48,"2019-20",4,"Age","≥6 Months",47,"45.3 to 48.7",17481,2019-04-01
"5626","Seasonal Influenza","States/Local Areas","Utah",49,"2019-20",4,"Age","≥6 Months",51.8,"50.1 to 53.5",8039,2019-04-01
"5627","Seasonal Influenza","States/Local Areas","Vermont",50,"2019-20",4,"Age","≥6 Months",57,"55.0 to 59.0",9159,2019-04-01
"5628","Seasonal Influenza","States/Local Areas","Virginia",51,"2019-20",4,"Age","≥6 Months",58,"56.4 to 59.6",11258,2019-04-01
"5629","Seasonal Influenza","States/Local Areas","Washington",53,"2019-20",4,"Age","≥6 Months",55.9,"54.5 to 57.3",13651,2019-04-01
"5630","Seasonal Influenza","States/Local Areas","West Virginia",54,"2019-20",4,"Age","≥6 Months",52,"49.7 to 54.3",6411,2019-04-01
"5631","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2019-20",4,"Age","≥6 Months",58.2,"55.4 to 61.0",4604,2019-04-01
"5632","Seasonal Influenza","States/Local Areas","Wyoming",56,"2019-20",4,"Age","≥6 Months",47.2,"44.4 to 50.0",5282,2019-04-01
"5633","Seasonal Influenza","States/Local Areas","Alabama",1,"2019-20",5,"Age","≥6 Months",48.2,"46.3 to 50.1",6564,2019-05-01
"5634","Seasonal Influenza","States/Local Areas","Alaska",2,"2019-20",5,"Age","≥6 Months",45.6,"42.8 to 48.4",4866,2019-05-01
"5635","Seasonal Influenza","States/Local Areas","Arizona",4,"2019-20",5,"Age","≥6 Months",46.5,"44.8 to 48.2",9168,2019-05-01
"5636","Seasonal Influenza","States/Local Areas","Arkansas",5,"2019-20",5,"Age","≥6 Months",54.9,"52.8 to 57.0",7657,2019-05-01
"5637","Seasonal Influenza","States/Local Areas","California",6,"2019-20",5,"Age","≥6 Months",51.3,"48.2 to 54.4",7935,2019-05-01
"5638","Seasonal Influenza","States/Local Areas","Colorado",8,"2019-20",5,"Age","≥6 Months",55.5,"53.8 to 57.2",7743,2019-05-01
"5639","Seasonal Influenza","States/Local Areas","Connecticut",9,"2019-20",5,"Age","≥6 Months",60.7,"59.0 to 62.4",9447,2019-05-01
"5640","Seasonal Influenza","States/Local Areas","Delaware",10,"2019-20",5,"Age","≥6 Months",55,"52.4 to 57.6",5981,2019-05-01
"5641","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2019-20",5,"Age","≥6 Months",57.6,"52.5 to 62.7",4255,2019-05-01
"5642","Seasonal Influenza","States/Local Areas","Florida",12,"2019-20",5,"Age","≥6 Months",44.4,"42.4 to 46.4",9646,2019-05-01
"5643","Seasonal Influenza","States/Local Areas","Georgia",13,"2019-20",5,"Age","≥6 Months",46,"44.2 to 47.8",12879,2019-05-01
"5644","Seasonal Influenza","States/Local Areas","Hawaii",15,"2019-20",5,"Age","≥6 Months",51,"49.3 to 52.7",8861,2019-05-01
"5645","Seasonal Influenza","States/Local Areas","Idaho",16,"2019-20",5,"Age","≥6 Months",44.9,"43.0 to 46.8",9161,2019-05-01
"5646","Seasonal Influenza","States/Local Areas","Illinois",17,"2019-20",5,"Age","≥6 Months",52.2,"49.7 to 54.7",7739,2019-05-01
"5647","Seasonal Influenza","States/Local Areas","Indiana",18,"2019-20",5,"Age","≥6 Months",50.9,"49.5 to 52.3",9074,2019-05-01
"5648","Seasonal Influenza","States/Local Areas","Iowa",19,"2019-20",5,"Age","≥6 Months",56.6,"55.0 to 58.2",8848,2019-05-01
"5649","Seasonal Influenza","States/Local Areas","Kansas",20,"2019-20",5,"Age","≥6 Months",54.5,"52.8 to 56.2",8326,2019-05-01
"5650","Seasonal Influenza","States/Local Areas","Kentucky",21,"2019-20",5,"Age","≥6 Months",50.9,"47.6 to 54.2",5520,2019-05-01
"5651","Seasonal Influenza","States/Local Areas","Louisiana",22,"2019-20",5,"Age","≥6 Months",47.5,"44.4 to 50.6",5898,2019-05-01
"5652","Seasonal Influenza","States/Local Areas","Maine",23,"2019-20",5,"Age","≥6 Months",55.7,"54.2 to 57.2",12863,2019-05-01
"5653","Seasonal Influenza","States/Local Areas","Maryland",24,"2019-20",5,"Age","≥6 Months",57.8,"56.3 to 59.3",17920,2019-05-01
"5654","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2019-20",5,"Age","≥6 Months",60.6,"59.0 to 62.2",8999,2019-05-01
"5655","Seasonal Influenza","States/Local Areas","Michigan",26,"2019-20",5,"Age","≥6 Months",49.8,"47.0 to 52.6",7568,2019-05-01
"5656","Seasonal Influenza","States/Local Areas","Minnesota",27,"2019-20",5,"Age","≥6 Months",56.3,"55.2 to 57.4",14901,2019-05-01
"5657","Seasonal Influenza","States/Local Areas","Mississippi",28,"2019-20",5,"Age","≥6 Months",45.8,"43.4 to 48.2",6904,2019-05-01
"5658","Seasonal Influenza","States/Local Areas","Missouri",29,"2019-20",5,"Age","≥6 Months",50.2,"48.4 to 52.0",8808,2019-05-01
"5659","Seasonal Influenza","States/Local Areas","Montana",30,"2019-20",5,"Age","≥6 Months",49.6,"47.7 to 51.5",7506,2019-05-01
"5660","Seasonal Influenza","States/Local Areas","Nebraska",31,"2019-20",5,"Age","≥6 Months",58.3,"56.3 to 60.3",10840,2019-05-01
"5661","Seasonal Influenza","States/Local Areas","Nevada",32,"2019-20",5,"Age","≥6 Months",44.3,"40.2 to 48.4",5311,2019-05-01
"5662","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2019-20",5,"Age","≥6 Months",57.6,"55.8 to 59.4",7503,2019-05-01
"5663","Seasonal Influenza","States/Local Areas","New Jersey",34,"2019-20",5,"Age","≥6 Months",53.9,"51.9 to 55.9",4940,2019-05-01
"5664","Seasonal Influenza","States/Local Areas","New Mexico",35,"2019-20",5,"Age","≥6 Months",53.3,"51.4 to 55.2",9484,2019-05-01
"5665","Seasonal Influenza","States/Local Areas","New York",36,"2019-20",5,"Age","≥6 Months",52.8,"51.6 to 54.0",16840,2019-05-01
"5666","Seasonal Influenza","States/Local Areas","North Carolina",37,"2019-20",5,"Age","≥6 Months",55.7,"53.7 to 57.7",5869,2019-05-01
"5667","Seasonal Influenza","States/Local Areas","North Dakota",38,"2019-20",5,"Age","≥6 Months",56.6,"54.1 to 59.1",5247,2019-05-01
"5668","Seasonal Influenza","States/Local Areas","Ohio",39,"2019-20",5,"Age","≥6 Months",50.9,"49.5 to 52.3",12955,2019-05-01
"5669","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2019-20",5,"Age","≥6 Months",54,"51.9 to 56.1",5946,2019-05-01
"5670","Seasonal Influenza","States/Local Areas","Oregon",41,"2019-20",5,"Age","≥6 Months",51.4,"49.9 to 52.9",7770,2019-05-01
"5671","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2019-20",5,"Age","≥6 Months",56.1,"54.3 to 57.9",9440,2019-05-01
"5672","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2019-20",5,"Age","≥6 Months",60.9,"58.6 to 63.2",6336,2019-05-01
"5673","Seasonal Influenza","States/Local Areas","South Carolina",45,"2019-20",5,"Age","≥6 Months",50.7,"48.1 to 53.3",5987,2019-05-01
"5674","Seasonal Influenza","States/Local Areas","South Dakota",46,"2019-20",5,"Age","≥6 Months",58.7,"56.7 to 60.7",9132,2019-05-01
"5675","Seasonal Influenza","States/Local Areas","Tennessee",47,"2019-20",5,"Age","≥6 Months",49.1,"46.5 to 51.7",5127,2019-05-01
"5676","Seasonal Influenza","States/Local Areas","Texas",48,"2019-20",5,"Age","≥6 Months",47.3,"45.6 to 49.0",17481,2019-05-01
"5677","Seasonal Influenza","States/Local Areas","Utah",49,"2019-20",5,"Age","≥6 Months",51.9,"50.2 to 53.6",8039,2019-05-01
"5678","Seasonal Influenza","States/Local Areas","Vermont",50,"2019-20",5,"Age","≥6 Months",57,"55.0 to 59.0",9159,2019-05-01
"5679","Seasonal Influenza","States/Local Areas","Virginia",51,"2019-20",5,"Age","≥6 Months",58.7,"56.8 to 60.6",11258,2019-05-01
"5680","Seasonal Influenza","States/Local Areas","Washington",53,"2019-20",5,"Age","≥6 Months",56.3,"54.8 to 57.8",13651,2019-05-01
"5681","Seasonal Influenza","States/Local Areas","West Virginia",54,"2019-20",5,"Age","≥6 Months",52.2,"49.8 to 54.6",6411,2019-05-01
"5682","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2019-20",5,"Age","≥6 Months",58.2,"55.4 to 61.0",4604,2019-05-01
"5683","Seasonal Influenza","States/Local Areas","Wyoming",56,"2019-20",5,"Age","≥6 Months",47.3,"44.5 to 50.1",5282,2019-05-01
"5684","Seasonal Influenza","States/Local Areas","Alabama",1,"2019-20",7,"Age","≥6 Months",0.6,"0.3 to 0.9",6564,2019-07-01
"5685","Seasonal Influenza","States/Local Areas","Alaska",2,"2019-20",7,"Age","≥6 Months",NA,"NR †",4866,2019-07-01
"5686","Seasonal Influenza","States/Local Areas","Arizona",4,"2019-20",7,"Age","≥6 Months",0.8,"0.6 to 1.0",9168,2019-07-01
"5687","Seasonal Influenza","States/Local Areas","Arkansas",5,"2019-20",7,"Age","≥6 Months",0.8,"0.4 to 1.2",7657,2019-07-01
"5688","Seasonal Influenza","States/Local Areas","California",6,"2019-20",7,"Age","≥6 Months",0.6,"0.4 to 0.8",7935,2019-07-01
"5689","Seasonal Influenza","States/Local Areas","Colorado",8,"2019-20",7,"Age","≥6 Months",0.4,"0.2 to 0.6",7743,2019-07-01
"5690","Seasonal Influenza","States/Local Areas","Connecticut",9,"2019-20",7,"Age","≥6 Months",0.5,"0.3 to 0.7",9447,2019-07-01
"5691","Seasonal Influenza","States/Local Areas","Delaware",10,"2019-20",7,"Age","≥6 Months",0.4,"0.2 to 0.6",5981,2019-07-01
"5692","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2019-20",7,"Age","≥6 Months",1,"0.5 to 1.5",4255,2019-07-01
"5693","Seasonal Influenza","States/Local Areas","Florida",12,"2019-20",7,"Age","≥6 Months",0.7,"0.5 to 0.9",9646,2019-07-01
"5694","Seasonal Influenza","States/Local Areas","Georgia",13,"2019-20",7,"Age","≥6 Months",0.5,"0.3 to 0.7",12879,2019-07-01
"5695","Seasonal Influenza","States/Local Areas","Hawaii",15,"2019-20",7,"Age","≥6 Months",1.3,"0.9 to 1.7",8861,2019-07-01
"5696","Seasonal Influenza","States/Local Areas","Idaho",16,"2019-20",7,"Age","≥6 Months",NA,"NR †",9161,2019-07-01
"5697","Seasonal Influenza","States/Local Areas","Illinois",17,"2019-20",7,"Age","≥6 Months",0.4,"0.2 to 0.6",7739,2019-07-01
"5698","Seasonal Influenza","States/Local Areas","Indiana",18,"2019-20",7,"Age","≥6 Months",0.4,"0.2 to 0.6",9074,2019-07-01
"5699","Seasonal Influenza","States/Local Areas","Iowa",19,"2019-20",7,"Age","≥6 Months",0.5,"0.3 to 0.7",8848,2019-07-01
"5700","Seasonal Influenza","States/Local Areas","Kansas",20,"2019-20",7,"Age","≥6 Months",0.4,"0.2 to 0.6",8326,2019-07-01
"5701","Seasonal Influenza","States/Local Areas","Kentucky",21,"2019-20",7,"Age","≥6 Months",0.5,"0.3 to 0.7",5520,2019-07-01
"5702","Seasonal Influenza","States/Local Areas","Louisiana",22,"2019-20",7,"Age","≥6 Months",0.7,"0.4 to 1.0",5898,2019-07-01
"5703","Seasonal Influenza","States/Local Areas","Maine",23,"2019-20",7,"Age","≥6 Months",NA,"NR †",12863,2019-07-01
"5704","Seasonal Influenza","States/Local Areas","Maryland",24,"2019-20",7,"Age","≥6 Months",0.5,"0.3 to 0.7",17920,2019-07-01
"5705","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2019-20",7,"Age","≥6 Months",0.7,"0.5 to 0.9",8999,2019-07-01
"5706","Seasonal Influenza","States/Local Areas","Michigan",26,"2019-20",7,"Age","≥6 Months",0.7,"0.4 to 1.0",7568,2019-07-01
"5707","Seasonal Influenza","States/Local Areas","Minnesota",27,"2019-20",7,"Age","≥6 Months",0.5,"0.3 to 0.7",14901,2019-07-01
"5708","Seasonal Influenza","States/Local Areas","Mississippi",28,"2019-20",7,"Age","≥6 Months",0.4,"0.2 to 0.6",6904,2019-07-01
"5709","Seasonal Influenza","States/Local Areas","Missouri",29,"2019-20",7,"Age","≥6 Months",0.4,"0.2 to 0.6",8808,2019-07-01
"5710","Seasonal Influenza","States/Local Areas","Montana",30,"2019-20",7,"Age","≥6 Months",NA,"NR †",7506,2019-07-01
"5711","Seasonal Influenza","States/Local Areas","Nebraska",31,"2019-20",7,"Age","≥6 Months",0.2,"0.1 to 0.3",10840,2019-07-01
"5712","Seasonal Influenza","States/Local Areas","Nevada",32,"2019-20",7,"Age","≥6 Months",0.6,"0.3 to 0.9",5311,2019-07-01
"5713","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2019-20",7,"Age","≥6 Months",0.2,"0.1 to 0.3",7503,2019-07-01
"5714","Seasonal Influenza","States/Local Areas","New Jersey",34,"2019-20",7,"Age","≥6 Months",0.7,"0.4 to 1.0",4940,2019-07-01
"5715","Seasonal Influenza","States/Local Areas","New Mexico",35,"2019-20",7,"Age","≥6 Months",0.6,"0.4 to 0.8",9484,2019-07-01
"5716","Seasonal Influenza","States/Local Areas","New York",36,"2019-20",7,"Age","≥6 Months",0.5,"0.3 to 0.7",16840,2019-07-01
"5717","Seasonal Influenza","States/Local Areas","North Carolina",37,"2019-20",7,"Age","≥6 Months",0.6,"0.4 to 0.8",5869,2019-07-01
"5718","Seasonal Influenza","States/Local Areas","North Dakota",38,"2019-20",7,"Age","≥6 Months",NA,"NR †",5247,2019-07-01
"5719","Seasonal Influenza","States/Local Areas","Ohio",39,"2019-20",7,"Age","≥6 Months",0.5,"0.3 to 0.7",12955,2019-07-01
"5720","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2019-20",7,"Age","≥6 Months",0.4,"0.2 to 0.6",5946,2019-07-01
"5721","Seasonal Influenza","States/Local Areas","Oregon",41,"2019-20",7,"Age","≥6 Months",0.5,"0.3 to 0.7",7770,2019-07-01
"5722","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2019-20",7,"Age","≥6 Months",0.5,"0.3 to 0.7",9440,2019-07-01
"5723","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2019-20",7,"Age","≥6 Months",0.7,"0.5 to 0.9",6336,2019-07-01
"5724","Seasonal Influenza","States/Local Areas","South Carolina",45,"2019-20",7,"Age","≥6 Months",0.8,"0.5 to 1.1",5987,2019-07-01
"5725","Seasonal Influenza","States/Local Areas","South Dakota",46,"2019-20",7,"Age","≥6 Months",0.3,"0.2 to 0.4",9132,2019-07-01
"5726","Seasonal Influenza","States/Local Areas","Tennessee",47,"2019-20",7,"Age","≥6 Months",0.6,"0.3 to 0.9",5127,2019-07-01
"5727","Seasonal Influenza","States/Local Areas","Texas",48,"2019-20",7,"Age","≥6 Months",0.7,"0.5 to 0.9",17481,2019-07-01
"5728","Seasonal Influenza","States/Local Areas","Utah",49,"2019-20",7,"Age","≥6 Months",0.4,"0.2 to 0.6",8039,2019-07-01
"5729","Seasonal Influenza","States/Local Areas","Vermont",50,"2019-20",7,"Age","≥6 Months",NA,"NR †",9159,2019-07-01
"5730","Seasonal Influenza","States/Local Areas","Virginia",51,"2019-20",7,"Age","≥6 Months",0.4,"0.3 to 0.5",11258,2019-07-01
"5731","Seasonal Influenza","States/Local Areas","Washington",53,"2019-20",7,"Age","≥6 Months",0.5,"0.3 to 0.7",13651,2019-07-01
"5732","Seasonal Influenza","States/Local Areas","West Virginia",54,"2019-20",7,"Age","≥6 Months",NA,"NR †",6411,2019-07-01
"5733","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2019-20",7,"Age","≥6 Months",0.7,"0.3 to 1.1",4604,2019-07-01
"5734","Seasonal Influenza","States/Local Areas","Wyoming",56,"2019-20",7,"Age","≥6 Months",0.4,"0.2 to 0.6",5282,2019-07-01
"5735","Seasonal Influenza","States/Local Areas","Alabama",1,"2019-20",8,"Age","≥6 Months",3.1,"2.5 to 3.7",6564,2019-08-01
"5736","Seasonal Influenza","States/Local Areas","Alaska",2,"2019-20",8,"Age","≥6 Months",2.6,"1.8 to 3.4",4866,2019-08-01
